transaction_id,transaction_date,customer_id,product_id,store_id,quantity,unit_price,discount_pct,total_value,payment_method,channel
TXN0018625,2023-03-06,CUST00477,PROD0356,STR013,4,68.91,0.0,275.64,Voucher,In-Store
TXN0018626,2022-01-24,CUST01308,PROD0305,,1,12.9,0.0,12.9,Online,Online
TXN0018627,2022-12-28,CUST00430,PROD0030,,3,302.74,0.0,908.22,Card,Online
TXN0018628,2022-12-06,CUST00154,PROD0036,STR006,3,978.63,0.0,2935.89,Online,In-Store
TXN0018629,2023-07-24,CUST99416,PROD0130,STR003,3,35.88,0.0,107.64,Online,In-Store
TXN0018630,2022-05-08,CUST00771,PROD0153,STR017,5,38.58,0.0,192.9,Cash,In-Store
TXN0018631,2023-09-01,CUST01852,PROD0365,STR014,3,192.24,0.0,576.72,Card,In-Store
TXN0018632,2023-03-10,CUST01395,PROD0047,STR038,2,622.75,0.22,971.49,Card,In-Store
TXN0018633,2022-05-15,CUST90351,PROD0250,STR029,5,81.24,0.0,406.2,Card,In-Store
TXN0018634,2022-11-11,CUST00966,PROD0444,STR018,4,49.51,0.0,198.04,Cash,In-Store
TXN0018635,2023-01-26,CUST01019,PROD0231,STR023,1,15.75,0.0,15.75,Card,In-Store
TXN0018636,2023-03-01,CUST01982,PROD0164,STR031,5,135.79,0.0,678.95,Card,In-Store
TXN0018637,2023-03-31,CUST00794,PROD0489,STR028,1,5.72,0.0,5.72,Card,In-Store
TXN0018638,2022-12-17,CUST01272,PROD0374,STR011,3,165.86,0.22,388.11,Online,In-Store
TXN0018639,2023-07-29,CUST00049,PROD0271,,3,19.43,0.0,58.29,Voucher,Online
TXN0018640,2022-02-24,CUST01389,PROD0412,STR003,4,138.82,0.15,471.99,Voucher,In-Store
TXN0018641,2023-04-08,CUST00754,PROD0357,STR021,5,55.66,0.0,278.3,Cash,In-Store
TXN0018642,2022-11-12,CUST01062,PROD0059,STR032,4,1276.25,0.0,5105.0,Cash,In-Store
TXN0018643,2023-12-11,CUST01782,PROD0420,STR029,5,5.73,0.0,28.65,Voucher,In-Store
TXN0018644,2022-04-05,CUST01486,PROD0089,,1,107.43,0.0,107.43,Card,Online
TXN0018645,2022-06-22,CUST01880,PROD0104,STR012,4,74.47,0.0,297.88,Card,In-Store
TXN0018646,2023-11-28,CUST01221,PROD0086,STR005,1,41.96,0.05,39.86,Online,In-Store
TXN0018647,2022-10-17,CUST01571,PROD0476,,3,64.28,0.08,177.41,Card,Online
TXN0018648,2022-04-19,CUST00934,PROD0369,STR016,2,194.24,0.0,388.48,Card,In-Store
TXN0018649,2023-06-10,,PROD0198,STR045,5,18.39,0.0,91.95,Voucher,In-Store
TXN0018650,2023-03-15,CUST00550,PROD0491,,-1,32.91,0.0,-32.91,Card,Online
TXN0018651,2023-03-23,CUST01491,PROD0465,STR043,5,14.82,0.0,74.1,Card,In-Store
TXN0018652,2023-07-20,CUST01714,PROD0175,STR015,5,4.4,0.06,20.68,Card,In-Store
TXN0018653,2023-11-21,CUST00327,PROD0324,STR042,5,27.74,0.29,98.48,Voucher,In-Store
TXN0018654,2023-01-03,CUST00230,PROD0212,STR049,2,26.4,0.0,52.8,Card,In-Store
TXN0018655,2023-09-07,CUST01194,PROD0333,,5,32.56,0.08,149.78,Card,Online
TXN0018656,2022-11-04,CUST01377,PROD0204,STR021,3,2.67,0.0,8.01,Card,In-Store
TXN0018657,2023-05-13,CUST01944,PROD0407,STR046,2,40.83,0.27,59.61,Card,In-Store
TXN0018658,2023-01-28,CUST00739,PROD0475,STR040,2,48.04,0.0,96.08,Cash,In-Store
TXN0018659,2022-03-28,CUST00656,PROD0058,STR025,2,725.45,0.14,1247.77,Card,In-Store
TXN0018660,2022-01-21,CUST00800,PROD0090,STR028,4,35.66,0.0,142.64,Card,In-Store
TXN0018661,2023-12-02,CUST01893,PROD0280,STR036,5,40.33,0.0,201.65,Card,In-Store
TXN0018662,2023-03-30,CUST01188,PROD0204,STR021,4,2.67,0.0,10.68,Voucher,In-Store
TXN0018663,2022-08-25,CUST01421,PROD0159,STR050,-1,58.09,0.0,-58.09,Cash,In-Store
TXN0018664,2023-05-03,CUST01736,PROD0101,STR033,2,73.69,0.13,128.22,Card,In-Store
TXN0018665,2022-01-30,CUST00039,PROD0377,,3,175.45,0.16,442.13,Card,Online
TXN0018666,2023-03-30,CUST01008,PROD0437,STR016,5,26.35,0.2,105.4,Card,In-Store
TXN0018667,2022-09-08,CUST00682,PROD0281,STR041,1,66.26,0.0,66.26,Cash,In-Store
TXN0018668,2023-03-25,CUST01853,PROD0257,STR032,4,21.45,0.0,85.8,Online,In-Store
TXN0018669,2023-03-27,CUST01266,PROD0279,STR013,3,87.16,0.0,261.48,Online,In-Store
TXN0018670,2022-12-08,CUST01369,PROD0232,,2,6.04,0.0,12.08,Card,Online
TXN0018671,2022-10-04,CUST01254,PROD0433,STR046,4,28.32,0.12,99.69,Card,In-Store
TXN0018672,2023-03-11,CUST01098,PROD0367,,4,142.5,0.0,570.0,Online,Online
TXN0018673,2022-06-27,CUST01377,PROD0161,STR005,-1,100.0,0.0,-100.0,Card,In-Store
TXN0018674,2022-04-10,CUST01566,PROD0084,,5,109.73,0.0,548.65,Cash,Online
TXN0018675,2023-05-17,CUST99147,PROD0146,STR011,1,49.26,0.0,49.26,Card,In-Store
TXN0018676,2023-04-30,CUST00841,PROD0295,STR040,5,12.07,0.22,47.07,Card,In-Store
TXN0018677,2022-02-10,CUST00202,PROD0354,STR034,5,135.78,0.0,678.9,Card,In-Store
TXN0018678,2023-03-16,CUST01670,PROD0061,STR032,4,788.82,0.0,3155.28,Cash,In-Store
TXN0018679,2023-11-15,CUST00682,PROD0495,STR012,4,21.53,0.0,86.12,Online,In-Store
TXN0018680,2023-05-26,CUST01278,PROD0403,STR049,1,168.39,0.0,168.39,Card,In-Store
TXN0018681,2023-11-13,CUST01935,PROD0082,STR040,4,109.94,0.06,413.37,Card,In-Store
TXN0018682,2022-08-07,CUST01366,PROD0131,STR007,5,116.62,0.0,583.1,Cash,In-Store
TXN0018683,2022-09-04,CUST00841,PROD0357,STR014,4,55.66,0.0,222.64,Card,In-Store
TXN0018684,2023-02-23,,PROD0193,,5,2.86,0.0,14.3,Online,Online
TXN0018685,2023-01-22,CUST00814,PROD0188,STR028,5,25.35,0.26,93.8,Card,In-Store
TXN0018686,2023-11-04,CUST01926,PROD0333,STR007,1,32.56,0.0,32.56,Voucher,In-Store
TXN0018687,2022-07-08,,PROD0394,STR020,3,128.21,0.0,384.63,Cash,In-Store
TXN0018688,2022-05-28,CUST01987,PROD0233,STR018,5,9.67,0.2,38.68,Card,In-Store
TXN0018689,2023-04-04,CUST00287,PROD0135,STR029,-1,105.34,0.0,-105.34,Cash,In-Store
TXN0018690,2023-04-28,CUST01395,PROD0181,,2,22.58,0.0,45.16,Online,Online
TXN0018691,2023-06-17,CUST00198,PROD0335,STR021,5,26.84,0.0,134.2,Voucher,In-Store
TXN0018692,2022-03-11,CUST01659,PROD0143,STR022,4,11.81,0.0,47.24,Card,In-Store
TXN0018693,2022-12-10,CUST01884,PROD0347,STR010,3,142.76,0.3,299.8,Online,In-Store
TXN0018694,2023-03-06,CUST01940,PROD0285,STR009,3,75.5,0.0,226.5,Online,In-Store
TXN0018695,2023-10-05,CUST01033,PROD0231,STR018,3,15.75,0.0,47.25,Card,In-Store
TXN0018696,2022-09-30,,PROD0289,STR034,1,56.01,0.0,56.01,Card,In-Store
TXN0018697,2023-11-16,CUST00149,PROD0328,STR037,5,21.94,0.0,109.7,Online,In-Store
TXN0018698,2023-01-08,CUST00971,PROD0364,,2,174.58,0.0,349.16,Online,Online
TXN0018699,2023-01-23,,PROD0359,STR024,3,128.85,0.0,386.55,Card,In-Store
TXN0018700,2023-04-08,CUST01496,PROD0199,STR014,2,5.06,0.0,10.12,Voucher,In-Store
TXN0018701,2023-02-19,CUST00300,PROD0192,STR014,-1,18.5,0.0,-18.5,Card,In-Store
TXN0018702,2022-08-04,CUST01311,PROD0463,,4,44.46,0.07,165.39,Card,Online
TXN0018703,2022-05-21,CUST00599,PROD0116,STR045,4,89.34,0.0,357.36,Cash,In-Store
TXN0018704,2023-03-21,CUST01919,PROD0468,STR007,5,17.81,0.28,64.12,Card,In-Store
TXN0018705,2022-07-16,CUST00007,PROD0453,STR048,3,67.95,0.27,148.81,Voucher,In-Store
TXN0018706,2023-03-05,CUST00342,PROD0262,STR001,3,87.67,0.0,263.01,Voucher,In-Store
TXN0018707,2023-12-13,CUST01076,PROD0314,STR018,4,26.16,0.15,88.94,Card,In-Store
TXN0018708,2022-09-18,CUST00443,PROD0412,STR027,4,138.82,0.15,471.99,Card,In-Store
TXN0018709,2023-03-22,CUST01410,PROD0233,STR038,3,9.67,0.13,25.24,Card,In-Store
TXN0018710,2022-01-29,CUST00944,PROD0399,,4,87.31,0.06,328.29,Card,Online
TXN0018711,2023-08-18,,PROD0221,STR050,4,29.05,0.0,116.2,Card,In-Store
TXN0018712,2023-08-16,CUST01080,PROD0062,STR008,-1,1134.46,0.0,-1134.46,Card,In-Store
TXN0018713,2023-11-10,,PROD0156,STR024,1,110.86,0.0,110.86,Card,In-Store
TXN0018714,2022-07-25,CUST00432,PROD0490,STR022,5,15.4,0.0,77.0,Voucher,In-Store
TXN0018715,2023-05-13,CUST00395,PROD0416,STR020,4,72.77,0.0,291.08,Card,In-Store
TXN0018716,2022-02-23,CUST00922,PROD0044,STR015,5,858.85,0.0,4294.25,Voucher,In-Store
TXN0018717,2023-05-29,CUST01161,PROD0072,STR014,3,171.2,0.3,359.52,Card,In-Store
TXN0018718,2023-09-18,CUST93282,PROD0344,STR014,2,101.06,0.0,202.12,Online,In-Store
TXN0018719,2023-07-24,CUST01258,PROD0332,STR031,2,83.04,0.0,166.08,Cash,In-Store
TXN0018720,2023-09-24,CUST01622,PROD0163,,3,19.5,0.0,58.5,Online,Online
TXN0018721,2023-11-22,CUST00088,PROD0284,,5,86.94,0.0,434.7,Voucher,Online
TXN0018722,2023-09-06,CUST01126,PROD0422,,4,62.09,0.0,248.36,Online,Online
TXN0018723,2023-12-02,CUST00438,PROD0473,STR032,4,71.88,0.0,287.52,Card,In-Store
TXN0018724,2023-06-05,CUST01196,PROD0022,STR011,3,765.1,0.0,2295.3,Card,In-Store
TXN0018725,2022-05-11,CUST01600,PROD0318,STR010,2,60.07,0.0,120.14,Card,In-Store
TXN0018726,2022-10-22,CUST00512,PROD0413,STR011,2,98.86,0.0,197.72,Card,In-Store
TXN0018727,2023-07-02,,PROD0144,STR038,4,49.46,0.26,146.4,Card,In-Store
TXN0018728,2023-03-30,CUST00764,PROD0290,STR042,2,52.65,0.0,105.3,Online,In-Store
TXN0018729,2022-04-27,CUST93519,PROD0110,STR046,4,23.58,0.06,88.66,Cash,In-Store
TXN0018730,2023-06-24,CUST00937,PROD0269,STR009,4,20.08,0.0,80.32,Card,In-Store
TXN0018731,2022-01-26,CUST01345,PROD0215,,1,11.43,0.0,11.43,Card,Online
TXN0018732,2023-12-13,,PROD0058,STR005,2,725.45,0.0,1450.9,Card,In-Store
TXN0018733,2023-03-11,CUST01986,PROD0496,STR017,1,69.5,0.0,69.5,Card,In-Store
TXN0018734,2023-03-13,CUST01697,PROD0072,STR014,2,171.2,0.0,342.4,Card,In-Store
TXN0018735,2022-09-25,CUST01092,PROD0257,,2,21.45,0.0,42.9,Voucher,Online
TXN0018736,2023-09-16,CUST00354,PROD0348,STR041,3,41.27,0.0,123.81,Card,In-Store
TXN0018737,2023-10-26,CUST91509,PROD0320,STR001,1,9.15,0.0,9.15,Cash,In-Store
TXN0018738,2022-02-27,CUST01159,PROD0354,,1,135.78,0.0,135.78,Voucher,Online
TXN0018739,2022-09-27,CUST01878,PROD0310,,-1,18.49,0.0,-18.49,Card,Online
TXN0018740,2023-09-01,,PROD0060,STR015,4,927.67,0.0,3710.68,Card,In-Store
TXN0018741,2022-04-14,,PROD0148,STR042,3,115.02,0.0,345.06,Card,In-Store
TXN0018742,2022-10-24,CUST01940,PROD0465,STR002,1,14.82,0.0,14.82,Online,In-Store
TXN0018743,2023-04-21,CUST01143,PROD0470,STR032,4,72.14,0.0,288.56,Online,In-Store
TXN0018744,2022-08-07,CUST01078,PROD0179,STR005,2,3.23,0.0,6.46,Voucher,In-Store
TXN0018745,2023-12-01,CUST00604,PROD0473,STR027,5,71.88,0.0,359.4,Card,In-Store
TXN0018746,2022-04-02,CUST96730,PROD0221,STR038,2,29.05,0.06,54.61,Card,In-Store
TXN0018747,2022-09-02,CUST00912,PROD0118,,1,94.38,0.0,94.38,Online,Online
TXN0018748,2023-01-07,CUST01932,PROD0276,STR029,3,32.19,0.0,96.57,Card,In-Store
TXN0018749,2022-12-17,,PROD0381,STR015,1,91.44,0.0,91.44,Voucher,In-Store
TXN0018750,2022-12-05,CUST00264,PROD0382,STR006,3,189.32,0.0,567.96,Card,In-Store
TXN0018751,2022-08-25,CUST01794,PROD0369,STR039,5,194.24,0.0,971.2,Card,In-Store
TXN0018752,2023-10-23,CUST00312,PROD0291,STR046,1,13.44,0.0,13.44,Card,In-Store
TXN0018753,2023-09-30,,PROD0150,,1,98.62,0.0,98.62,Card,Online
TXN0018754,2022-04-10,CUST01820,PROD0424,STR013,3,24.12,0.11,64.4,Card,In-Store
TXN0018755,2023-07-04,CUST00837,PROD0401,,1,38.29,0.25,28.72,Cash,Online
TXN0018756,2022-05-23,CUST00946,PROD0189,STR037,1,6.03,0.0,6.03,Card,In-Store
TXN0018757,2022-06-21,CUST00073,PROD0298,STR048,5,59.18,0.0,295.9,Card,In-Store
TXN0018758,2022-02-27,CUST00055,PROD0424,STR020,-1,24.12,0.0,-24.12,Card,In-Store
TXN0018759,2023-05-25,CUST00715,PROD0207,,2,27.77,0.0,55.54,Online,Online
TXN0018760,2023-02-25,CUST00476,PROD0458,,2,41.96,0.0,83.92,Card,Online
TXN0018761,2023-10-27,CUST01341,PROD0093,STR012,3,71.02,0.0,213.06,Card,In-Store
TXN0018762,2023-08-10,CUST01388,PROD0283,STR029,4,38.2,0.19,123.77,Card,In-Store
TXN0018763,2022-05-06,CUST00505,PROD0456,STR001,2,9.25,0.0,18.5,Card,In-Store
TXN0018764,2023-04-11,CUST00262,PROD0426,STR027,3,51.37,0.0,154.11,Card,In-Store
TXN0018765,2022-09-26,CUST01982,PROD0325,STR047,1,39.31,0.0,39.31,Voucher,In-Store
TXN0018766,2023-08-31,CUST01490,PROD0314,,1,26.16,0.0,26.16,Cash,Online
TXN0018767,2023-06-22,CUST01853,PROD0184,STR038,1,11.56,0.0,11.56,Card,In-Store
TXN0018768,2022-03-06,CUST01695,PROD0287,STR039,1,24.47,0.0,24.47,Cash,In-Store
TXN0018769,2022-10-30,CUST01621,PROD0476,STR009,1,64.28,0.0,64.28,Card,In-Store
TXN0018770,2022-10-18,CUST00340,PROD0314,STR032,5,26.16,0.0,130.8,Card,In-Store
TXN0018771,2023-08-31,CUST01722,PROD0325,STR040,1,39.31,0.0,39.31,Voucher,In-Store
TXN0018772,2022-04-03,CUST00541,PROD0446,STR022,2,51.06,0.09,92.93,Cash,In-Store
TXN0018773,2023-04-15,CUST01047,PROD0394,STR012,5,128.21,0.0,641.05,Card,In-Store
TXN0018774,2022-11-02,,PROD0220,,2,8.87,0.0,17.74,Voucher,Online
TXN0018775,2023-04-29,CUST01422,PROD0105,,4,40.36,0.0,161.44,Voucher,Online
TXN0018776,2023-12-23,,PROD0179,STR047,4,3.23,0.0,12.92,Cash,In-Store
TXN0018777,2022-01-28,CUST01891,PROD0108,STR003,4,38.89,0.0,155.56,Card,In-Store
TXN0018778,2023-06-09,,PROD0176,STR022,3,22.47,0.3,47.19,Online,In-Store
TXN0018779,2023-08-10,CUST00560,PROD0277,STR003,4,22.82,0.0,91.28,Online,In-Store
TXN0018780,2023-04-29,CUST01894,PROD0419,STR043,-1,22.46,0.28,-16.17,Card,In-Store
TXN0018781,2022-07-24,CUST00967,PROD0195,STR038,2,22.27,0.0,44.54,Cash,In-Store
TXN0018782,2023-05-30,CUST01875,PROD0285,STR037,2,75.5,0.0,151.0,Card,In-Store
TXN0018783,2023-03-07,CUST01311,PROD0397,STR040,1,192.39,0.0,192.39,Voucher,In-Store
TXN0018784,2023-11-19,,PROD0378,STR043,2,121.44,0.0,242.88,Online,In-Store
TXN0018785,2022-11-29,,PROD0287,STR003,2,24.47,0.0,48.94,Card,In-Store
TXN0018786,2022-02-24,CUST01768,PROD0337,STR046,-1,150.11,0.0,-150.11,Card,In-Store
TXN0018787,2022-07-11,CUST01154,PROD0385,STR048,5,50.05,0.0,250.25,Card,In-Store
TXN0018788,2023-04-28,CUST00040,PROD0253,STR032,4,23.58,0.0,94.32,Online,In-Store
TXN0018789,2023-10-12,CUST01693,PROD0186,STR019,2,8.34,0.0,16.68,Card,In-Store
TXN0018790,2023-06-27,CUST90351,PROD0351,STR010,3,82.01,0.0,246.03,Card,In-Store
TXN0018791,2023-06-19,CUST01559,PROD0203,STR018,2,3.81,0.21,6.02,Voucher,In-Store
TXN0018792,2023-11-22,CUST01281,PROD0102,STR036,3,149.87,0.0,449.61,Card,In-Store
TXN0018793,2022-12-28,CUST00127,PROD0155,STR050,2,32.8,0.0,65.6,Online,In-Store
TXN0018794,2023-02-14,CUST00122,PROD0163,STR050,5,19.5,0.0,97.5,Cash,In-Store
TXN0018795,2023-06-02,CUST01321,PROD0338,STR013,5,35.55,0.21,140.42,Voucher,In-Store
TXN0018796,2022-03-06,CUST01902,PROD0337,STR010,5,150.11,0.0,750.55,Card,In-Store
TXN0018797,2022-07-17,CUST00348,PROD0415,STR030,1,91.91,0.0,91.91,Online,In-Store
TXN0018798,2022-04-09,CUST00457,PROD0346,STR038,1,59.61,0.0,59.61,Voucher,In-Store
TXN0018799,2022-03-08,CUST00429,PROD0344,STR031,1,101.06,0.0,101.06,Card,In-Store
TXN0018800,2023-03-14,CUST00794,PROD0338,STR039,4,35.55,0.0,142.2,Cash,In-Store
TXN0018801,2023-12-01,CUST00623,PROD0122,STR032,2,107.33,0.0,214.66,Online,In-Store
TXN0018802,2023-01-26,CUST01489,PROD0126,STR027,-1,137.24,0.06,-129.01,Card,In-Store
TXN0018803,2023-12-04,,PROD0450,STR031,3,16.36,0.16,41.23,Online,In-Store
TXN0018804,2022-01-16,CUST01186,PROD0266,,1,79.71,0.0,79.71,Voucher,Online
TXN0018805,2023-05-05,CUST01876,PROD0217,STR047,3,25.11,0.0,75.33,Online,In-Store
TXN0018806,2023-09-11,CUST00134,PROD0186,STR046,4,8.34,0.0,33.36,Card,In-Store
TXN0018807,2022-08-20,CUST01378,PROD0477,STR027,4,41.15,0.0,164.6,Card,In-Store
TXN0018808,2022-10-22,CUST01176,PROD0005,STR021,5,1068.11,0.0,5340.55,Cash,In-Store
TXN0018809,2022-06-07,CUST01584,PROD0194,STR015,5,15.72,0.0,78.6,Card,In-Store
TXN0018810,2022-09-18,CUST00675,PROD0242,STR022,1,5.77,0.0,5.77,Online,In-Store
TXN0018811,2023-12-03,CUST00341,PROD0007,,1,685.91,0.0,685.91,Online,Online
TXN0018812,2022-02-28,CUST01835,PROD0451,STR029,1,42.48,0.0,42.48,Card,In-Store
TXN0018813,2023-09-09,CUST01953,PROD0433,STR042,4,28.32,0.0,113.28,Card,In-Store
TXN0018814,2023-05-25,CUST00929,PROD0127,STR015,4,27.07,0.0,108.28,Online,In-Store
TXN0018815,2022-02-10,CUST00434,PROD0394,STR035,2,128.21,0.0,256.42,Online,In-Store
TXN0018816,2022-03-21,CUST01357,PROD0291,STR012,5,13.44,0.0,67.2,Card,In-Store
TXN0018817,2022-08-07,CUST00284,PROD0191,STR016,1,13.8,0.0,13.8,Voucher,In-Store
TXN0018818,2023-06-17,CUST00523,PROD0066,STR030,4,293.26,0.09,1067.47,Voucher,In-Store
TXN0018819,2023-03-13,CUST01697,PROD0270,STR026,2,19.03,0.0,38.06,Card,In-Store
TXN0018820,2022-04-19,,PROD0402,STR034,1,152.93,0.0,152.93,Card,In-Store
TXN0018821,2023-11-26,CUST00760,PROD0335,,5,26.84,0.0,134.2,Online,Online
TXN0018822,2022-10-20,CUST00364,PROD0285,STR018,1,75.5,0.0,75.5,Card,In-Store
TXN0018823,2023-03-05,CUST00780,PROD0253,STR004,2,23.58,0.0,47.16,Card,In-Store
TXN0018824,2022-01-12,CUST01579,PROD0466,STR002,1,11.76,0.29,8.35,Card,In-Store
TXN0018825,2023-01-30,CUST01224,PROD0030,STR002,2,302.74,0.0,605.48,Card,In-Store
TXN0018826,2022-03-07,CUST00421,PROD0013,STR005,4,451.33,0.0,1805.32,Cash,In-Store
TXN0018827,2023-09-23,CUST01235,PROD0462,STR020,2,60.1,0.0,120.2,Voucher,In-Store
TXN0018828,2023-05-24,CUST00809,PROD0288,STR044,4,74.22,0.0,296.88,Cash,In-Store
TXN0018829,2023-04-18,CUST00143,PROD0487,STR043,2,60.74,0.0,121.48,Online,In-Store
TXN0018830,2023-07-06,CUST01424,PROD0349,STR044,3,15.76,0.11,42.08,Online,In-Store
TXN0018831,2023-11-20,CUST01448,PROD0219,STR044,5,22.28,0.0,111.4,Cash,In-Store
TXN0018832,2023-08-27,CUST00655,PROD0146,STR006,-1,49.26,0.26,-36.45,Voucher,In-Store
TXN0018833,2023-06-12,CUST00341,PROD0354,STR019,1,135.78,0.11,120.84,Card,In-Store
TXN0018834,2022-10-27,CUST00718,PROD0165,STR014,2,64.37,0.0,128.74,Card,In-Store
TXN0018835,2022-08-24,CUST01738,PROD0457,STR002,5,11.62,0.0,58.1,Card,In-Store
TXN0018836,2023-11-16,CUST00121,PROD0385,STR025,5,50.05,0.0,250.25,Card,In-Store
TXN0018837,2023-07-17,CUST00282,PROD0033,STR025,4,1032.88,0.0,4131.52,Card,In-Store
TXN0018838,2022-08-09,CUST01137,PROD0072,STR022,2,171.2,0.0,342.4,Card,In-Store
TXN0018839,2023-05-07,CUST01526,PROD0309,,5,13.01,0.0,65.05,Card,Online
TXN0018840,2022-01-02,CUST01387,PROD0272,STR003,4,10.51,0.0,42.04,Voucher,In-Store
TXN0018841,2023-06-22,CUST01596,PROD0432,STR038,4,50.38,0.0,201.52,Card,In-Store
TXN0018842,2023-10-31,CUST01915,PROD0111,STR015,2,114.09,0.0,228.18,Online,In-Store
TXN0018843,2022-07-07,CUST01596,PROD0394,STR012,5,128.21,0.0,641.05,Card,In-Store
TXN0018844,2023-04-27,CUST00898,PROD0102,STR050,1,149.87,0.0,149.87,Voucher,In-Store
TXN0018845,2023-06-02,CUST00976,PROD0354,STR002,-1,135.78,0.0,-135.78,Online,In-Store
TXN0018846,2023-09-07,CUST00972,PROD0128,STR010,3,120.81,0.0,362.43,Voucher,In-Store
TXN0018847,2022-04-30,CUST01627,PROD0166,STR038,5,14.02,0.0,70.1,Voucher,In-Store
TXN0018848,2022-05-01,CUST01770,PROD0071,STR014,3,1181.42,0.27,2587.31,Card,In-Store
TXN0018849,2023-11-05,CUST00044,PROD0419,STR048,4,22.46,0.12,79.06,Voucher,In-Store
TXN0018850,2022-09-24,CUST01455,PROD0234,,-1,21.52,0.0,-21.52,Online,Online
TXN0018851,2023-08-14,CUST01653,PROD0484,STR039,5,19.74,0.0,98.7,Voucher,In-Store
TXN0018852,2022-07-03,CUST01713,PROD0444,STR041,5,49.51,0.25,185.66,Card,In-Store
TXN0018853,2022-05-04,CUST01895,PROD0347,STR031,5,142.76,0.0,713.8,Card,In-Store
TXN0018854,2022-03-14,CUST01848,PROD0250,STR014,-1,81.24,0.0,-81.24,Card,In-Store
TXN0018855,2022-04-30,CUST00912,PROD0392,STR012,5,29.55,0.0,147.75,Card,In-Store
TXN0018856,2022-01-09,CUST00331,PROD0071,STR045,3,1181.42,0.26,2622.75,Online,In-Store
TXN0018857,2022-02-07,CUST00710,PROD0106,STR040,4,100.15,0.0,400.6,Card,In-Store
TXN0018858,2022-05-29,CUST00584,PROD0448,STR033,1,62.99,0.0,62.99,Cash,In-Store
TXN0018859,2023-02-11,CUST00460,PROD0224,STR035,5,3.96,0.0,19.8,Card,In-Store
TXN0018860,2022-03-10,CUST01560,PROD0339,STR025,3,140.69,0.0,422.07,Voucher,In-Store
TXN0018861,2022-10-03,CUST00124,PROD0461,,-1,67.55,0.0,-67.55,Voucher,Online
TXN0018862,2022-12-11,CUST01194,PROD0281,STR008,3,66.26,0.18,163.0,Card,In-Store
TXN0018863,2022-04-26,,PROD0144,,1,49.46,0.0,49.46,Cash,Online
TXN0018864,2022-07-19,CUST00338,PROD0412,STR038,2,138.82,0.0,277.64,Online,In-Store
TXN0018865,2023-10-15,CUST00881,PROD0329,STR018,3,32.59,0.0,97.77,Card,In-Store
TXN0018866,2022-05-22,CUST01334,PROD0093,STR036,4,71.02,0.0,284.08,Cash,In-Store
TXN0018867,2022-10-22,CUST00634,PROD0012,STR046,3,1148.84,0.0,3446.52,Card,In-Store
TXN0018868,2023-09-21,CUST00466,PROD0265,STR011,3,42.02,0.0,126.06,Online,In-Store
TXN0018869,2023-07-22,CUST00973,PROD0439,STR038,2,55.71,0.0,111.42,Online,In-Store
TXN0018870,2023-04-07,CUST00957,PROD0260,STR002,4,52.47,0.0,209.88,Card,In-Store
TXN0018871,2023-02-02,CUST00648,PROD0307,STR018,3,65.58,0.0,196.74,Online,In-Store
TXN0018872,2023-01-24,,PROD0184,STR048,3,11.56,0.0,34.68,Card,In-Store
TXN0018873,2022-12-05,CUST01206,PROD0434,STR001,1,52.9,0.0,52.9,Card,In-Store
TXN0018874,2023-07-30,CUST00585,PROD0328,,4,21.94,0.19,71.09,Voucher,Online
TXN0018875,2022-04-08,CUST00883,PROD0429,STR001,2,10.38,0.0,20.76,Voucher,In-Store
TXN0018876,2022-07-18,CUST01150,PROD0019,,3,1267.44,0.0,3802.32,Online,Online
TXN0018877,2022-04-12,CUST00559,PROD0463,,5,44.46,0.0,222.3,Voucher,Online
TXN0018878,2022-12-20,CUST01750,PROD0197,STR032,1,14.43,0.0,14.43,Card,In-Store
TXN0018879,2022-03-31,CUST00076,PROD0399,,3,87.31,0.0,261.93,Card,Online
TXN0018880,2022-10-21,CUST00152,PROD0347,,3,142.76,0.0,428.28,Online,Online
TXN0018881,2023-12-22,CUST00383,PROD0284,STR006,2,86.94,0.0,173.88,Card,In-Store
TXN0018882,2022-04-30,CUST00973,PROD0087,STR032,3,89.87,0.25,202.21,Card,In-Store
TXN0018883,2023-09-14,,PROD0036,STR043,-1,978.63,0.0,-978.63,Card,In-Store
TXN0018884,2022-06-07,CUST00187,PROD0398,STR041,5,122.19,0.15,519.31,Voucher,In-Store
TXN0018885,2022-08-25,CUST00258,PROD0165,,1,64.37,0.0,64.37,Card,Online
TXN0018886,2022-11-10,CUST00760,PROD0217,STR001,2,25.11,0.24,38.17,Online,In-Store
TXN0018887,2023-03-08,CUST00730,PROD0469,STR035,-1,36.45,0.0,-36.45,Online,In-Store
TXN0018888,2023-09-16,CUST01987,PROD0082,STR015,1,109.94,0.0,109.94,Online,In-Store
TXN0018889,2023-04-08,CUST01856,PROD0279,,3,87.16,0.0,261.48,Online,Online
TXN0018890,2022-12-01,CUST01182,PROD0489,STR009,5,5.72,0.0,28.6,Card,In-Store
TXN0018891,2023-06-12,CUST01983,PROD0229,STR019,1,20.78,0.0,20.78,Cash,In-Store
TXN0018892,2023-07-29,CUST00709,PROD0397,,3,192.39,0.0,577.17,Card,Online
TXN0018893,2023-11-22,CUST00423,PROD0328,STR022,1,21.94,0.1,19.75,Card,In-Store
TXN0018894,2022-10-27,CUST01955,PROD0004,STR013,1,604.93,0.0,604.93,Card,In-Store
TXN0018895,2023-01-10,CUST00187,PROD0054,,1,1299.29,0.0,1299.29,Online,Online
